parcel_num,Category,building_class,year,acres,sqft
022913116,Existing,transit warehouse (truck terminal),1980,4,91000
022913126,Existing,transit warehouse (truck terminal),2020,3,64000
022913130,Existing,distribution warehouse,2014,27,653000
022913131,Existing,distribution warehouse,2014,47,1138000
022915101,Existing,light industrial,1982,4,102000
022915128,Existing,light industrial,1980,4,97000
022916206,Existing,storage warehouse,1980,2,41000
022917123,Existing,storage warehouse,2008,2,46000
022917127,Existing,flex,2018,10,228000
022918110,Existing,storage warehouse,1990,5,114000
022919201,Existing,storage warehouse,1980,2,46000
022922320,Existing,light industrial,1980,10,244000
022923125,Existing,light industrial,2008,4,96000
022924213,Existing,light industrial,1980,4,102000
022925136,Existing,distribution warehouse,2002,9,221000
022925138,Existing,distribution warehouse,2002,7,176000
022926209,Existing,distribution warehouse,1984,16,383000
022926212,Existing,distribution warehouse,1986,5,108000
022926213,Existing,distribution warehouse,1981,7,163000
022926214,Existing,distribution warehouse,1983,7,163000
022926217,Existing,storage warehouse,1988,2,45000
022926218,Existing,distribution warehouse,1986,2,38000
022926219,Existing,storage warehouse,1986,3,67000
022926220,Existing,storage warehouse,1981,2,40000
022926221,Existing,storage warehouse,1981,1,35000
022926222,Existing,storage warehouse,1981,2,40000
022926223,Existing,storage warehouse,1981,2,41000
022926224,Existing,storage warehouse,1981,2,39000
022926225,Existing,storage warehouse,1981,2,46000
022926226,Existing,storage warehouse,1983,10,235000
022926227,Existing,distribution warehouse,1987,19,451000
022926229,Existing,distribution warehouse,1989,6,150000
022926234,Existing,storage warehouse,1986,1,30000
022926235,Existing,distribution warehouse,1983,22,525000
022926236,Existing,distribution warehouse,1983,13,322000
022926237,Existing,flex,1990,5,119000
022926240,Existing,distribution warehouse,1991,5,130000
022926248,Existing,distribution warehouse,2015,6,133000
022926304,Existing,storage warehouse,2007,2,39000
022926307,Existing,distribution warehouse,1990,4,88000
022926309,Existing,storage warehouse,1989,2,51000
022926330,Existing,flex,1990,13,309000
022926336,Existing,distribution warehouse,1987,3,83000
022926345,Existing,storage warehouse,1991,2,56000
022926347,Existing,storage warehouse,1991,2,52000
022926362,Existing,light industrial,1991,9,204000
022926363,Existing,cold storage facility,1991,7,167000
022926368,Existing,distribution warehouse,2003,23,550000
022926371,Existing,storage warehouse,2020,2,48000
022926372,Existing,distribution warehouse,1999,8,191000
022926375,Existing,distribution warehouse,1997,13,321000
022926376,Existing,distribution warehouse,2001,14,329000
022926380,Existing,distribution warehouse,2002,4,86000
022926381,Existing,storage warehouse,2002,3,72000
022927145,Existing,distribution warehouse,2006,5,130000
022927151,Existing,distribution warehouse,2019,16,383000
022928361,Existing,light industrial,1985,23,560000
022928369,Existing,light industrial,2008,28,659000
022928371,Existing,distribution warehouse,1998,11,259000
022928372,Existing,light industrial,1997,16,375000
022928415,Existing,distribution warehouse,2004,9,216000
022928416,Existing,storage warehouse,2004,1,30000
022928417,Existing,storage warehouse,2004,1,31000
022928418,Existing,storage warehouse,2004,1,35000
022928419,Existing,storage warehouse,2004,1,34000
022928420,Existing,storage warehouse,2004,1,32000
022928423,Existing,storage warehouse,2007,1,29000
022928427,Existing,storage warehouse,2020,1,34000
022929117,Existing,light industrial,1980,4,92000
022929131,Existing,light industrial,1997,23,546000
022929134,Existing,storage warehouse,2001,5,124000
022929139,Existing,light industrial,2000,8,187000
022929140,Existing,distribution warehouse,1998,16,385000
022929155,Existing,light industrial,2002,18,429000
022932102,Existing,storage warehouse,1985,2,54000
022932103,Existing,distribution warehouse,1984,2,54000
022932105,Existing,distribution warehouse,1985,2,49000
022932106,Existing,distribution warehouse,1985,2,49000
022932107,Existing,storage warehouse,2019,2,49000
022932112,Existing,storage warehouse,1980,4,101000
022932118,Existing,light industrial,1980,6,155000
022932119,Existing,distribution warehouse,1989,13,301000
022932122,Existing,distribution warehouse,2003,8,202000
022933105,Existing,distribution warehouse,2003,4,101000
022933107,Existing,distribution warehouse,2001,4,95000
022933112,Existing,storage warehouse,1989,1,33000
022933114,Existing,distribution warehouse,1987,7,163000
022933115,Existing,light industrial,1989,10,228000
022933116,Existing,storage warehouse,2003,1,31000
022934103,Existing,storage warehouse,2016,2,52000
022934115,Existing,storage warehouse,2016,2,58000
022937114,Existing,distribution warehouse,2005,39,941000
022937120,Existing,distribution warehouse,2002,38,915000
022937123,Existing,flex,2005,23,558000
022938105,Existing,flex,2002,39,934000
022940110,Existing,distribution warehouse,2016,7,158000
023005121,Existing,storage warehouse,1986,1,31000
023010104,Existing,storage warehouse,2016,2,50000
023010133,Existing,transit warehouse (truck terminal),2005,8,203000
023012102,Existing,storage warehouse,2003,5,114000
023012103,Existing,storage warehouse,1987,2,43000
023012215,Existing,light industrial,1980,4,102000
023013130,Existing,storage warehouse,2004,2,44000
023013131,Existing,distribution warehouse,2021,9,227000
023014143,Existing,storage warehouse,1994,2,54000
023014144,Existing,storage warehouse,1994,2,54000
023014147,Existing,storage warehouse,2001,1,33000
023014150,Existing,storage warehouse,2004,1,28000
023014230,Existing,light industrial,1995,4,89000
023015144,Existing,storage warehouse,2014,1,31000
023016137,Existing,light industrial,1984,4,90000
023016240,Existing,storage warehouse,1980,2,47000
023102118,Existing,light industrial,1990,4,101000
023102137,Existing,storage warehouse,1988,2,57000
023102159,Existing,storage warehouse,1987,17,419000
023102167,Existing,storage warehouse,1998,2,42000
023108101,Existing,storage warehouse,2002,3,65000
023109117,Existing,storage warehouse,2009,1,35000
023109118,Existing,storage warehouse,2009,1,34000
023110122,Existing,storage warehouse,1996,2,39000
023110214,Existing,storage warehouse,1980,4,93000
023113103,Existing,light industrial,2007,4,100000
023113122,Existing,light industrial,1992,4,105000
023113142,Existing,storage warehouse,1985,1,29000
023113143,Existing,storage warehouse,1987,1,29000
023113185,Existing,storage warehouse,1995,2,40000
023113188,Existing,light industrial,1995,4,102000
023113190,Existing,storage warehouse,1995,3,68000
023205110,Existing,light industrial,1990,5,114000
023205143,Existing,distribution warehouse,2016,35,836000
023206104,Existing,storage warehouse,2009,4,96000
023206126,Existing,light industrial,2001,8,199000
023206134,Existing,distribution warehouse,2020,10,250000
023207102,Existing,light industrial,1991,4,93000
023208155,Existing,storage warehouse,1987,3,78000
023208156,Existing,storage warehouse,1990,5,114000
023208168,Existing,storage warehouse,2004,2,36000
023208169,Existing,storage warehouse,2004,1,32000
023208170,Existing,storage warehouse,2003,1,34000
023208171,Existing,storage warehouse,2004,1,34000
023212155,Existing,storage warehouse,1997,2,40000
023215109,Existing,storage warehouse,2001,2,48000
023215110,Existing,storage warehouse,2003,1,36000
023215116,Existing,storage warehouse,2002,2,51000
023215118,Existing,light industrial,2002,4,85000
023215202,Existing,light industrial,1980,4,102000
023215209,Existing,light industrial,1999,5,121000
023216105,Existing,light industrial,1985,4,97000
023217116,Existing,light industrial,1980,7,163000
023301103,Existing,storage warehouse,1990,2,55000
023401112,Existing,distribution warehouse,2004,24,569000
023401116,Existing,flex,2006,26,623000
023403105,Existing,transit warehouse (truck terminal),1993,11,265000
023404168,Existing,light industrial,2002,5,109000
023405104,Existing,light industrial,1980,4,98000
023407101,Existing,storage warehouse,1987,15,352000
023407127,Existing,transit warehouse (truck terminal),1981,4,94000
023407140,Existing,light industrial,1982,11,270000
023407141,Existing,transit warehouse (truck terminal),2000,19,463000
023410121,Existing,distribution warehouse,2016,10,237000
023411105,Existing,storage warehouse,1980,1,28000
023415101,Existing,light industrial,1980,4,98000
023415113,Existing,storage warehouse,1988,2,44000
023416111,Existing,cold storage facility,2008,25,596000
023417111,Existing,storage warehouse,1997,8,202000
023418110,Existing,transit warehouse (truck terminal),1980,4,89000
023418112,Existing,light industrial,1985,24,564000
023420113,Existing,transit warehouse (truck terminal),1980,12,279000
023421133,Existing,distribution warehouse,2021,10,232000
023422106,Existing,storage warehouse,1987,2,58000
023422124,Existing,transit warehouse (truck terminal),1989,1,35000
023424117,Existing,distribution warehouse,2020,11,259000
023504109,Existing,storage warehouse,1985,2,43000
023515220,Existing,storage warehouse,1985,3,68000
023519103,Existing,storage warehouse,1981,6,153000
023520107,Existing,light industrial,1980,4,104000
023520121,Existing,storage warehouse,1990,1,35000
023521102,Existing,light industrial,1980,5,110000
023521113,Existing,distribution warehouse,2019,18,421000
023601105,Existing,storage warehouse,1982,3,73000
023601114,Existing,distribution warehouse,1981,3,77000
023602108,Existing,storage warehouse,1991,1,33000
023602109,Existing,storage warehouse,1995,1,32000
023602123,Existing,distribution warehouse,2020,5,131000
023603103,Existing,storage warehouse,1987,3,68000
023603106,Existing,storage warehouse,1987,1,35000
023605206,Existing,transit warehouse (truck terminal),1986,2,46000
023607106,Existing,transit warehouse (truck terminal),1987,10,251000
023607107,Existing,light industrial,1980,5,123000
023607113,Existing,storage warehouse,1988,4,99000
023607119,Existing,light industrial,1992,5,125000
023607132,Existing,transit warehouse (truck terminal),1980,1,31000
023607136,Existing,light industrial,1980,5,118000
023607137,Existing,light industrial,1983,4,106000
023608113,Existing,light industrial,1989,5,114000
023608128,Existing,distribution warehouse,2020,6,150000
023609124,Existing,transit warehouse (truck terminal),1994,3,77000
023609131,Existing,transit warehouse (truck terminal),1991,5,115000
023609133,Existing,light industrial,1984,5,111000
023609137,Existing,transit warehouse (truck terminal),1988,14,341000
023609141,Existing,distribution warehouse,2021,7,176000
023610104,Existing,light industrial,1981,5,114000
023610122,Existing,storage warehouse,1985,3,63000
023611134,Existing,transit warehouse (truck terminal),1980,14,329000
023611135,Existing,light industrial,1995,10,228000
023611136,Existing,transit warehouse (truck terminal),1989,5,113000
023611138,Existing,distribution warehouse,2021,8,200000
023612122,Existing,transit warehouse (truck terminal),1980,11,255000
023612219,Existing,light industrial,2004,4,105000
023612224,Existing,distribution warehouse,2020,17,407000
023612225,Existing,storage warehouse,2020,2,55000
023612226,Existing,distribution warehouse,2021,9,210000
023614102,Existing,light industrial,1980,7,162000
023614117,Existing,light industrial,1980,4,102000
023614118,Existing,light industrial,1980,4,102000
023614122,Existing,transit warehouse (truck terminal),2017,5,130000
023615127,Existing,storage warehouse,2008,1,30000
023615139,Existing,storage warehouse,1985,4,97000
023615140,Existing,light industrial,2020,4,96000
023615158,Existing,storage warehouse,1990,1,34000
023615161,Existing,storage warehouse,1987,1,28000
023615162,Existing,storage warehouse,1990,1,29000
023615163,Existing,storage warehouse,1988,1,31000
023615166,Existing,storage warehouse,2000,2,45000
023615167,Existing,transit warehouse (truck terminal),1982,24,584000
023617111,Existing,light industrial,2006,5,114000
023617190,Existing,distribution warehouse,2018,9,225000
023617191,Existing,storage warehouse,2019,2,48000
023617192,Existing,distribution warehouse,2019,5,113000
023617201,Existing,distribution warehouse,2020,9,208000
023618128,Existing,distribution warehouse,2017,6,144000
023618129,Existing,distribution warehouse,2021,8,190000
023619101,Existing,storage warehouse,2019,5,108000
023619112,Existing,light industrial,1980,10,236000
023619114,Existing,storage warehouse,1980,9,223000
023619127,Existing,light industrial,2006,5,117000
023620115,Existing,light industrial,1980,9,215000
023620117,Existing,light industrial,1984,5,113000
023620118,Existing,storage warehouse,2020,4,98000
023620128,Existing,light industrial,1984,5,109000
023620129,Existing,storage warehouse,2004,3,79000
023620133,Existing,storage warehouse,2019,7,166000
023620134,Existing,transit warehouse (truck terminal),2004,18,421000
023620135,Existing,transit warehouse (truck terminal),2019,17,406000
023701109,Existing,light industrial,1980,3,84000
023704102,Existing,transit warehouse (truck terminal),1981,7,163000
023704116,Existing,light industrial,2003,7,162000
023704212,Existing,storage warehouse,2004,1,29000
023705101,Existing,storage warehouse,1988,2,39000
023705205,Existing,transit warehouse (truck terminal),1980,2,38000
023705228,Existing,storage warehouse,2020,3,65000
023705313,Existing,distribution warehouse,2021,6,132000
